61,0.012358,"84,527",21.01,0.007457,"90,767",23.96
62,0.013255,"83,482",20.27,0.00801,"90,090",23.14
63,0.014126,"82,376",19.54,0.00852,"89,369",22.32
64,0.015006,"81,212",18.81,0.009031,"88,607",21.51
65,0.016001,"79,994",18.09,0.009617,"87,807",20.7
66,0.017124,"78,714",17.37,0.010328,"86,963",19.89
67,0.018298,"77,366",16.67,0.011167,"86,065",19.1
68,0.019519,"75,950",15.97,0.012158,"85,103",18.31
69,0.020847,"74,468",15.28,0.013312,"84,069",17.52
70,0.022381,"72,915",14.59,0.014673,"82,950",16.75
71,0.024185,"71,283",13.91,0.016221,"81,733",16
72,0.026266,"69,559",13.25,0.017905,"80,407",15.25
73,0.02866,"67,732",12.59,0.019714,"78,967",14.52
74,0.031401,"65,791",11.95,0.021714,"77,410",13.8
75,0.034618,"63,725",11.32,0.02408,"75,729",13.1
76,0.038263,"61,519",10.71,0.026831,"73,906",12.41
77,0.04219,"59,165",10.11,0.029855,"71,923",11.74
78,0.046367,"56,669",9.54,0.033151,"69,776",11.08
79,0.050948,"54,041",8.97,0.036829,"67,463",10.45
80,0.056237,"51,288",8.43,0.041122,"64,978",9.83
81,0.06236,"48,404",7.9,0.046102,"62,306",9.23
82,0.069226,"45,385",7.39,0.051683,"59,434",8.65
83,0.076884,"42,243",6.91,0.057896,"56,362",8.09
84,0.085452,"38,996",6.44,0.064863,"53,099",7.56
85,0.095062,"35,663",6,0.072731,"49,655",7.05
86,0.105829,"32,273",5.57,0.081626,"46,043",6.56
87,0.117838,"28,858",5.17,0.091644,"42,285",6.1
88,0.131138,"25,457",4.8,0.10284,"38,410",5.67
89,0.145751,"22,119",4.45,0.115236,"34,460",5.26
90,0.161678,"18,895",4.12,0.128837,"30,489",4.88
91,0.178905,"15,840",3.82,0.143633,"26,561",4.52
92,0.197408,"13,006",3.54,0.159606,"22,746",4.2
93,0.217149,"10,439",3.29,0.176731,"19,115",3.9
94,0.23808,"8,172",3.06,0.194973,"15,737",3.63
95,0.258821,"6,226",2.86,0.213413,"12,669",3.39
96,0.278966,"4,615",2.69,0.231752,"9,965",3.17
97,0.298092,"3,327",2.54,0.249663,"7,656",2.98
98,0.315762,"2,336",2.4,0.266801,"5,744",2.81
99,0.33155,"1,598",2.28,0.282809,"4,212",2.65
100,0.348128,"1,068",2.16,0.299778,"3,021",2.49
101,0.365534,696,2.05,0.317765,"2,115",2.34
102,0.383811,442,1.94,0.33683,"1,443",2.2
103,0.403001,272,1.83,0.35704,957,2.07
104,0.423151,163,1.73,0.378463,615,1.94
105,0.444309,94,1.63,0.40117,382,1.82
106,0.466524,52,1.54,0.425241,229,1.7
107,0.489851,28,1.45,0.450755,132,1.59
108,0.514343,14,1.37,0.4778,72,1.48
109,0.54006,7,1.28,0.506468,38,1.38
110,0.567063,3,1.21,0.536857,19,1.28
111,0.595417,1,1.13,0.569068,9,1.19
112,0.625187,1,1.06,0.603212,4,1.1
113,0.656447,0,0.99,0.639405,1,1.02
114,0.689269,0,0.92,0.677769,1,0.94
115,0.723732,0,0.86,0.718435,0,0.87
116,0.759919,0,0.8,0.759919,0,0.8
117,0.797915,0,0.74,0.797915,0,0.74
118,0.837811,0,0.68,0.837811,0,0.68
119,0.879701,0,0.63,0.879701,0,0.63
